gene_id,gene_symbol,target_family,n_infected_samples,pearson_r_viral_load,pearson_p_viral_load,spearman_r_viral_load,spearman_p_viral_load,viral_load_correlation_q
ENSG00000134001.15,EIF2S1,EIF,6,-0.37781075211882265,0.4602484073839653,-0.4285714285714286,0.3965014577259473,0.9277903245851797
ENSG00000109606.13,DHX15,DHX,6,-0.3768064768561388,0.4615403645144549,-0.2571428571428572,0.6227871720116619,0.9277903245851797
ENSG00000142676.14,RPL11,RPL,6,0.36161924472498663,0.4812153320647285,0.2571428571428572,0.6227871720116619,0.9462584097748057
ENSG00000186468.13,RPS23,RPS,6,0.3558137910363632,0.4888029408892012,0.14285714285714288,0.7871720116618076,0.9462584097748057
ENSG00000174953.14,DHX36,DHX,6,-0.3546603060514345,0.4903148249546762,-0.2571428571428572,0.6227871720116619,0.9462584097748057
ENSG00000063177.13,RPL18,RPL,6,0.34725705486613356,0.5000518411815416,0.2571428571428572,0.6227871720116619,0.9462584097748057
ENSG00000134815.19,DHX34,DHX,6,0.3468542951131009,0.5005832136093824,0.4285714285714286,0.3965014577259473,0.9462584097748057
ENSG00000142937.12,RPS8,RPS,6,0.33833956178654356,0.5118561411430926,0.2571428571428572,0.6227871720116619,0.9462584097748057
ENSG00000163412.13,EIF4E3,EIF,6,0.3257036004296013,0.5287203800614357,0.08571428571428573,0.8717434402332361,0.9462584097748057
ENSG00000072133.11,RPS6KA6,RPS,6,0.3243399034923806,0.5305498354942992,0.2571428571428572,0.6227871720116619,0.9462584097748057
ENSG00000173812.11,EIF1,EIF,6,-0.3205662813548599,0.5356217127984075,-0.8285714285714287,0.04156268221574335,0.9462584097748057
ENSG00000187840.5,EIF4EBP1,EIF,6,-0.31663122098851243,0.5409251523080563,-0.6571428571428573,0.1561749271137024,0.9462584097748057
ENSG00000070785.17,EIF2B3,EIF,6,0.31475092862909304,0.5434645027007362,0.028571428571428574,0.9571545189504373,0.9462584097748057
ENSG00000184110.15,EIF3C,EIF,6,-0.3139178936169921,0.5445905917080531,-0.6,0.208,0.9462584097748057
ENSG00000109475.17,RPL34,RPL,6,0.31058527543903075,0.5491021136807452,0.2571428571428572,0.6227871720116619,0.9462584097748057
ENSG00000177954.14,RPS27,RPS,6,0.3083752302044896,0.5520996695253998,0.3142857142857143,0.5440932944606415,0.9462584097748057
ENSG00000147604.14,RPL7,RPL,6,0.30597010058653484,0.5553669580382998,0.028571428571428574,0.9571545189504373,0.9462584097748057
ENSG00000174748.22,RPL15,RPL,6,0.3015619241076114,0.5613690733214641,0.028571428571428574,0.9571545189504373,0.9462584097748057
ENSG00000185088.14,RPS27L,RPS,6,0.29531371636055737,0.5699066082739631,0.2571428571428572,0.6227871720116619,0.9462584097748057
ENSG00000197756.10,RPL37A,RPL,6,0.2949306707235462,0.5704311334709868,0.14285714285714288,0.7871720116618076,0.9462584097748057
ENSG00000166441.13,RPL27A,RPL,6,0.29314581912535326,0.572876936797843,0.028571428571428574,0.9571545189504373,0.9462584097748057
ENSG00000142534.7,RPS11,RPS,6,0.2890424971319038,0.5785103636895168,0.14285714285714288,0.7871720116618076,0.9462584097748057
ENSG00000163682.17,RPL9,RPL,6,0.28121991431656423,0.589290216396709,0.028571428571428574,0.9571545189504373,0.9462584097748057
ENSG00000008988.11,RPS20,RPS,6,0.27990005726518935,0.5911141650312942,-0.08571428571428573,0.8717434402332361,0.9462584097748057
ENSG00000105640.13,RPL18A,RPL,6,0.27915294451958156,0.5921472705435027,0.14285714285714288,0.7871720116618076,0.9462584097748057
ENSG00000089157.16,RPLP0,RPL,6,0.2790383445487591,0.5923057804592418,0.028571428571428574,0.9571545189504373,0.9462584097748057
ENSG00000125977.7,EIF2S2,EIF,6,-0.2717215847014641,0.6024485811469951,-0.5428571428571429,0.26570262390670546,0.9462584097748057
ENSG00000148730.7,EIF4EBP2,EIF,6,-0.2658949294578265,0.6105570066606449,-0.08571428571428573,0.8717434402332361,0.9462584097748057
ENSG00000231500.7,RPS18,RPS,6,0.260472402315552,0.6181273852081202,0.14285714285714288,0.7871720116618076,0.9462584097748057
ENSG00000198242.14,RPL23A,RPL,6,0.25519791293528615,0.6255131370162175,0.028571428571428574,0.9571545189504373,0.9462584097748057
ENSG00000198918.8,RPL39,RPL,6,0.2532945769692945,0.6281835893560175,0.028571428571428574,0.9571545189504373,0.9462584097748057
ENSG00000144713.13,RPL32,RPL,6,0.2501973761509785,0.6325349544005356,0.14285714285714288,0.7871720116618076,0.9462584097748057
ENSG00000005100.13,DHX33,DHX,6,-0.24261709407308082,0.6432149504860686,-0.14285714285714288,0.7871720116618076,0.9462584097748057
ENSG00000084623.12,EIF3I,EIF,6,-0.23901394335970494,0.6483062392181171,-0.5428571428571429,0.26570262390670546,0.9462584097748057
ENSG00000163923.10,RPL39L,RPL,6,-0.23572538865094844,0.6529611295783109,-0.5428571428571429,0.26570262390670546,0.9462584097748057
ENSG00000101452.15,DHX35,DHX,6,0.2357032165478832,0.652992539868849,0.6,0.208,0.9462584097748057
ENSG00000170889.14,RPS9,RPS,6,0.23278438916686234,0.6571305430474814,0.3714285714285715,0.4684781341107872,0.9462584097748057
ENSG00000105372.8,RPS19,RPS,6,0.2320253832389661,0.6582075587069598,0.14285714285714288,0.7871720116618076,0.9462584097748057
ENSG00000134419.15,RPS15A,RPS,6,0.2311983943479982,0.6593814974014622,0.2571428571428572,0.6227871720116619,0.9462584097748057
ENSG00000148303.17,RPL7A,RPL,6,0.22572714988996032,0.6671599842541676,0.028571428571428574,0.9571545189504373,0.9462584097748057
ENSG00000172809.13,RPL38,RPL,6,-0.22185795108373302,0.6726731029840223,-0.48571428571428577,0.3287230320699708,0.9462584097748057
ENSG00000149100.13,EIF3M,EIF,6,-0.2210861937178208,0.6737739570674789,-0.2571428571428572,0.6227871720116619,0.9462584097748057
ENSG00000108298.12,RPL19,RPL,6,0.2203561406087084,0.6748156867736393,0.14285714285714288,0.7871720116618076,0.9462584097748057
ENSG00000215301.11,DDX3X,DDX,6,-0.21979491857506459,0.6756167471009091,0.028571428571428574,0.9571545189504373,0.9462584097748057
ENSG00000174444.15,RPL4,RPL,6,0.2131264824344435,0.6851506875329981,-0.08571428571428573,0.8717434402332361,0.9462584097748057
ENSG00000128829.12,EIF2AK4,EIF,6,-0.2118197369687767,0.6870223162647271,-0.2,0.7040000000000001,0.9462584097748057
ENSG00000063046.18,EIF4B,EIF,6,-0.20829570183422053,0.6920751204089779,-0.4285714285714286,0.3965014577259473,0.9462584097748057
ENSG00000089737.18,DDX24,DDX,6,0.1962826754776159,0.7093570671787871,0.48571428571428577,0.3287230320699708,0.9462584097748057
ENSG00000132507.18,EIF5A,EIF,6,-0.19128453852006727,0.716572721301705,-0.2571428571428572,0.6227871720116619,0.9462584097748057
ENSG00000161960.16,EIF4A1,EIF,6,0.18975266884951458,0.7187871211705832,0.3714285714285715,0.4684781341107872,0.9462584097748057
ENSG00000149273.15,RPS3,RPS,6,0.1881533819246351,0.7211004014453043,0.028571428571428574,0.9571545189504373,0.9462584097748057
ENSG00000108107.15,RPL28,RPL,6,0.18505330242155066,0.7255885960692348,-0.08571428571428573,0.8717434402332361,0.9462584097748057
ENSG00000180574.4,EIF2S3B,EIF,6,-0.1849278555439215,0.7257703269122542,-0.2,0.7040000000000001,0.9462584097748057
ENSG00000083845.9,RPS5,RPS,6,-0.17787915072656796,0.7359954103261104,-0.3714285714285715,0.4684781341107872,0.9462584097748057
ENSG00000118181.11,RPS25,RPS,6,0.1776266779015826,0.7363621538271891,-0.08571428571428573,0.8717434402332361,0.9462584097748057
ENSG00000177600.9,RPLP2,RPL,6,0.1725861748820336,0.7436910625232759,0.2571428571428572,0.6227871720116619,0.9462584097748057
ENSG00000145592.14,RPL37,RPL,6,0.17212441253842517,0.7443631301175782,0.14285714285714288,0.7871720116618076,0.9462584097748057
ENSG00000137818.12,RPLP1,RPL,6,0.16875424439863768,0.7492715246663658,0.14285714285714288,0.7871720116618076,0.9462584097748057
ENSG00000184708.18,EIF4ENIF1,EIF,6,0.16764680897783463,0.7508856812515667,0.08571428571428573,0.8717434402332361,0.9462584097748057
ENSG00000089876.12,DHX32,DHX,6,-0.1634520935096217,0.7570053007634528,-0.14285714285714288,0.7871720116618076,0.9462584097748057
ENSG00000162244.12,RPL29,RPL,6,0.16312761481620114,0.7574790411556298,-0.08571428571428573,0.8717434402332361,0.9462584097748057
ENSG00000163214.21,DHX57,DHX,6,0.15906818109818868,0.7634101544910965,0.3714285714285715,0.4684781341107872,0.9462584097748057
ENSG00000037241.7,RPL26L1,RPL,6,-0.1588484610102044,0.7637314068740817,-0.2571428571428572,0.6227871720116619,0.9462584097748057
ENSG00000107625.14,DDX50,DDX,6,-0.14810514390483595,0.7794666372057281,-0.14285714285714288,0.7871720116618076,0.9525454590517624
ENSG00000213741.11,RPS29,RPS,6,0.14589428538167384,0.7827112622551443,0.2571428571428572,0.6227871720116619,0.9525454590517624
ENSG00000147403.18,RPL10,RPL,6,0.14090355868165028,0.7900433984194473,-0.08571428571428573,0.8717434402332361,0.9525454590517624
ENSG00000130811.12,EIF3G,EIF,6,-0.13733564381620517,0.7952916834937445,-0.4285714285714286,0.3965014577259473,0.9525454590517624
ENSG00000110321.19,EIF4G2,EIF,6,-0.13663093913199875,0.7963289054120379,-0.2,0.7040000000000001,0.9525454590517624
ENSG00000136271.11,DDX56,DDX,6,-0.13252991875083064,0.8023690115057787,-0.08571428571428573,0.8717434402332361,0.9525454590517624
ENSG00000167526.14,RPL13,RPL,6,0.13233753981581858,0.8026525187948861,-0.08571428571428573,0.8717434402332361,0.9525454590517624
ENSG00000242372.9,EIF6,EIF,6,0.12375349525607929,0.8153173950251914,-0.028571428571428574,0.9571545189504373,0.9617815977243276
ENSG00000188846.14,RPL14,RPL,6,0.11584785399344544,0.8270056001208977,0.2571428571428572,0.6227871720116619,0.966988858164536
ENSG00000147677.12,EIF3H,EIF,6,0.1124556493787317,0.8320275983574608,-0.2,0.7040000000000001,0.966988858164536
ENSG00000055332.19,EIF2AK2,EIF,6,-0.09894551276282587,0.8520660797524386,0.08571428571428573,0.8717434402332361,0.966988858164536
ENSG00000145833.16,DDX46,DDX,6,-0.09710089308910629,0.8548064223025723,0.08571428571428573,0.8717434402332361,0.966988858164536
ENSG00000233927.5,RPS28,RPS,6,0.09593768234783427,0.8565349835581266,0.14285714285714288,0.7871720116618076,0.966988858164536
ENSG00000182774.13,RPS17,RPS,6,0.09547942005015031,0.8572160803815101,-0.028571428571428574,0.9571545189504373,0.966988858164536
ENSG00000110700.7,RPS13,RPS,6,0.09452583081231594,0.8586335542020321,0.14285714285714288,0.7871720116618076,0.966988858164536
ENSG00000168028.14,RPSA,RPS,6,0.09176792261868402,0.8627345210439585,-0.08571428571428573,0.8717434402332361,0.966988858164536
ENSG00000197728.11,RPS26,RPS,6,0.09097846027255194,0.8639088275987732,0.028571428571428574,0.9571545189504373,0.966988858164536
ENSG00000145191.15,EIF2B5,EIF,6,-0.08440278925275979,0.8736964517171224,-0.3714285714285715,0.4684781341107872,0.9670946448949179
ENSG00000125691.14,RPL23,RPL,6,0.08038389604347435,0.8796838590502349,-0.14285714285714288,0.7871720116618076,0.9670946448949179
ENSG00000278053.5,DDX52,DDX,6,0.07715843503383105,0.884492025892457,0.08571428571428573,0.8717434402332361,0.9670946448949179
ENSG00000168872.17,DDX19A,DDX,6,0.07632923534932373,0.8857284998460593,-0.08571428571428573,0.8717434402332361,0.9670946448949179
ENSG00000117676.14,RPS6KA1,RPS,6,-0.07096999823057437,0.8937237313916067,0.14285714285714288,0.7871720116618076,0.9670946448949179
ENSG00000135930.15,EIF4E2,EIF,6,0.06888540924242421,0.8968353236447788,-0.14285714285714288,0.7871720116618076,0.9670946448949179
ENSG00000131469.15,RPL27,RPL,6,-0.06761301179662817,0.898735029401408,-0.08571428571428573,0.8717434402332361,0.9670946448949179
ENSG00000115268.10,RPS15,RPS,6,-0.05704707047933507,0.914522220368467,-0.2,0.7040000000000001,0.9670946448949179
ENSG00000165732.14,DDX21,DDX,6,-0.05604127979829218,0.9160260826259061,-0.2571428571428572,0.6227871720116619,0.9670946448949179
ENSG00000100316.16,RPL3,RPL,6,0.055939285616427664,0.9161785942844303,-0.08571428571428573,0.8717434402332361,0.9670946448949179
ENSG00000161016.18,RPL8,RPL,6,0.049791138224191206,0.9253750126992415,-0.08571428571428573,0.8717434402332361,0.9670946448949179
ENSG00000136942.15,RPL35,RPL,6,-0.046336661585225425,0.9305447520256427,-0.3714285714285715,0.4684781341107872,0.9670946448949179
ENSG00000165502.7,RPL36AL,RPL,6,0.04384083689809927,0.9342808761131578,-0.2571428571428572,0.6227871720116619,0.9670946448949179
ENSG00000105671.12,DDX49,DDX,6,0.04185849105521958,0.9372489342446473,0.08571428571428573,0.8717434402332361,0.9670946448949179
ENSG00000178982.10,EIF3K,EIF,6,0.04159733538131964,0.9376399856595398,0.2571428571428572,0.6227871720116619,0.9670946448949179
ENSG00000130255.13,RPL36,RPL,6,-0.03658923146136532,0.9451406451246622,-0.08571428571428573,0.8717434402332361,0.969753682758117
ENSG00000107201.11,DDX58,DDX,6,0.03137429509550785,0.9529539989438394,0.13522468075656266,0.7983993188035018,0.9719337352694263
ENSG00000118197.14,DDX59,DDX,6,-0.025634446188238735,0.9615567532332064,0.08571428571428573,0.8717434402332361,0.9719337352694263
ENSG00000112306.8,RPS12,RPS,6,-0.025294469417543833,0.9620663877032392,-0.3142857142857143,0.5440932944606415,0.9719337352694263
ENSG00000213782.7,DDX47,DDX,6,-0.01488939030739389,0.9776675649827378,-0.14285714285714288,0.7871720116618076,0.9826556648040783
ENSG00000164587.13,RPS14,RPS,6,0.007256259561052521,0.9891158016914372,-0.08571428571428573,0.8717434402332361,0.9891158016914371
