gene_id,gene_symbol,baseMean_primary,log2FoldChange_primary,lfcSE_primary,stat_primary,pvalue_primary,padj_primary,regulation_direction_primary,baseMean_strict,log2FoldChange_strict,lfcSE_strict,stat_strict,pvalue_strict,padj_strict,regulation_direction_strict,direction_agreement,significant_primary,significant_strict
ENSG00000134419.15,RPS15A,169.62307276503938,1.3056600639873637,0.2078834342835928,6.280731644091434,3.3698337459668974e-10,3.8560374606263404e-09,upregulated,153.2179805680265,1.50601010521588,0.24830803928560657,6.065087983251525,1.3188143666415517e-09,3.2199333579291325e-08,upregulated,True,True,True
ENSG00000083845.9,RPS5,350.5824331146939,-2.205590233352372,0.3563382234176853,-6.189597658646538,6.031797391537506e-10,6.600777777693577e-09,downregulated,278.5376719834464,-2.037194864180205,0.4503544775717309,-4.52353638219513,6.081485995048401e-06,5.6251944922516955e-05,downregulated,True,True,True
ENSG00000140986.8,RPL3L,5.865997092556461,3.7199317391782856,0.6099030278243801,6.099218350248017,1.0658838841360403e-09,1.1096385447736056e-08,upregulated,5.955915966794551,3.65068841073464,0.7654877246962889,4.76910117949059,1.8504970605854574e-06,2.0138520245524035e-05,upregulated,True,True,True
ENSG00000109475.17,RPL34,211.23478819804916,-1.8773797993492107,0.3079315893026325,-6.096743122720476,1.0825126073232422e-09,1.1242666650342816e-08,downregulated,166.82759593919272,-1.6103106000855039,0.3505726201884951,-4.593372406606299,4.361397278429249e-06,4.232948259204288e-05,downregulated,True,True,True
ENSG00000104408.11,EIF3E,385.57762825662303,-1.2271808517746154,0.2018239112854761,-6.080453222605478,1.1984331188283547e-09,1.2294367978196812e-08,downregulated,317.3489308773529,-1.2199309477646754,0.29179145263493705,-4.180831675323067,2.904448163057719e-05,0.00021517703479057796,downregulated,True,True,True
ENSG00000070785.17,EIF2B3,42.41987590397136,-1.868679883885288,0.3092770883684949,-6.0420896153122365,1.521309226553917e-09,1.5339692201174727e-08,downregulated,34.24821768653491,-1.6042485090153613,0.3758104061989659,-4.268770855073187,1.9655305585394575e-05,0.00015337354766197824,downregulated,True,True,True
ENSG00000148303.17,RPL7A,712.4028261195897,-2.8708626321729707,0.476967197254737,-6.018993860996504,1.7550452510492155e-09,1.751832353564457e-08,downregulated,543.5550149527386,-2.726221290699316,0.6088387144527037,-4.477739713299879,7.543749903900233e-06,6.723044412929339e-05,downregulated,True,True,True
ENSG00000100316.16,RPL3,1458.1376678175802,-2.2046986153829,0.3714267864072599,-5.935755567627545,2.924953038125534e-09,2.7951297939002384e-08,downregulated,1147.234260144267,-1.990670504852757,0.44880228880773354,-4.43551772015485,9.185127543277125e-06,7.99583688783609e-05,downregulated,True,True,True
ENSG00000265681.8,RPL17,16.700680490958725,1.9611105712888413,0.3318958995821335,5.908812292522854,3.4458306636889703e-09,3.251993369755796e-08,upregulated,15.888646077806124,1.7986206450786273,0.42818245422351986,4.200593992904976,2.6621561781547525e-05,0.00019951275178489115,upregulated,True,True,True
ENSG00000117676.14,RPS6KA1,26.590002103134392,-1.989047266619224,0.3396636585559022,-5.855931938894381,4.743424626446138e-09,4.361470957115947e-08,downregulated,22.959968535144863,-1.8460495640147656,0.44720655656791,-4.127957287080687,3.660000767309329e-05,0.0002624423494754005,downregulated,True,True,True
ENSG00000243431.1,RPL5P30,5.016099385149399,4.163690195041129,0.7146571453208309,5.826136661898096,5.672517022919795e-09,5.1399084449472676e-08,upregulated,4.65596183634869,4.640008695101487,1.000735624993129,4.636597897804773,3.5419048037007153e-06,3.521434622173495e-05,upregulated,True,True,True
ENSG00000108107.15,RPL28,386.863420025444,-2.4088305404373793,0.4134684329546105,-5.825911601580028,5.680167814596396e-09,5.144703489881536e-08,downregulated,298.4066644088134,-2.1533059465962605,0.4928770527813559,-4.368850070103555,1.249024761354261e-05,0.0001044623697598294,downregulated,True,True,True
ENSG00000188846.14,RPL14,647.9102931053244,-1.71696336461623,0.2950925020181367,-5.818390344972923,5.9417018088308955e-09,5.3571110562464585e-08,downregulated,523.3065073861991,-1.539828675491569,0.3693502375599413,-4.169020400972864,3.0591160928367257e-05,0.00022494700335992724,downregulated,True,True,True
ENSG00000187840.5,EIF4EBP1,125.15219736994634,-4.4135379447419165,0.7680727076506764,-5.746250193216365,9.124426752722502e-09,7.918971248582481e-08,downregulated,84.79411933773393,-3.9970088984235113,0.8829328970160725,-4.526967917869699,5.983601992432889e-06,5.551633892138006e-05,downregulated,True,True,True
ENSG00000161960.16,EIF4A1,19.13333735274787,3.528223314647347,0.6333811510062797,5.570458339408913,2.5407006511101506e-08,2.047014451448555e-07,upregulated,16.500282057767528,3.1757373448418234,0.8129184628248466,3.906587794557294,9.360864130124747e-05,0.0005856708818951257,upregulated,True,True,True
ENSG00000089009.16,RPL6,702.0681000570545,-1.863662606809818,0.3440103018219722,-5.41746161943219,6.04511206968855e-08,4.555766905318151e-07,downregulated,567.2790099718183,-1.7229151129740143,0.4417203139055058,-3.9004661065748176,9.600766701722823e-05,0.0005982850662147047,downregulated,True,True,True
ENSG00000147604.14,RPL7,688.2448262187836,-2.3336055056538227,0.4346794926770294,-5.368565908830928,7.936518766897152e-08,5.863667828794949e-07,downregulated,530.1743151625807,-2.1664981647507924,0.5560661241156373,-3.8961160746779395,9.774755647939151e-05,0.0006073109448459477,downregulated,True,True,True
ENSG00000288920.1,RPSAP58,38.72873975419284,-1.8770759713066856,0.3526788797367133,-5.322337341856098,1.0244237224054277e-07,7.403141612214173e-07,downregulated,29.98439223309561,-1.6945117189212016,0.4900316124454547,-3.4579640902449276,0.0005442739254108061,0.002549507962872352,downregulated,True,True,True
ENSG00000168028.14,RPSA,832.7039410895862,-1.8692242847560416,0.3525709019793913,-5.301697542996053,1.1473081001419729e-07,8.217664914317381e-07,downregulated,668.1442103369664,-1.6799225950618077,0.4380555165649731,-3.8349536338110215,0.00012558798345199508,0.0007516438805325119,downregulated,True,True,True
ENSG00000132507.18,EIF5A,621.1639643924874,-2.1138944578124153,0.4031704994478557,-5.24317741676885,1.5783463781983865e-07,1.0983961234367202e-06,downregulated,494.2382024530824,-1.9075041568600208,0.491371924205696,-3.8819966361397356,0.00010360231089102315,0.0006369334201696967,downregulated,True,True,True
ENSG00000163577.8,EIF5A2,51.85271829702807,1.555477623977144,0.2967829501995785,5.241128652879579,1.5959738985947806e-07,1.1092476331533515e-06,upregulated,47.213833214112704,1.4215309155935822,0.4110609979880969,3.4581994461920353,0.0005437986482023683,0.002548288153135701,upregulated,True,True,True
ENSG00000172071.15,EIF2AK3,47.48181068821891,1.2205972425997305,0.2336590546910723,5.223838828816279,1.752513326765268e-07,1.2076561028989096e-06,upregulated,41.77058577487492,1.0180364028230984,0.3275284023848946,3.108238538735197,0.0018820609432375394,0.00711789526959401,upregulated,True,True,True
ENSG00000242071.3,RPL7AP6,10.511073614944022,-3.182873981662328,0.6139615134404853,-5.184158798205943,2.1699199537990793e-07,1.4688378085772167e-06,downregulated,8.741793807030728,-3.243908864233053,0.8387077313780562,-3.8677464662249874,0.00010984578367468054,0.0006700449868848195,downregulated,True,True,True
ENSG00000197728.11,RPS26,207.968413907319,-2.0809172675959964,0.4045466146509285,-5.143825685926353,2.6919933203460205e-07,1.7932918239690503e-06,downregulated,159.07926625029796,-1.724019201000411,0.4466585027222925,-3.8598150275722176,0.00011347288589713668,0.0006892549671063201,downregulated,True,True,True
ENSG00000198034.11,RPS4X,674.01662888699,-2.0775528781919763,0.4072422492201191,-5.101516068557601,3.3694340768096713e-07,2.2068275440005685e-06,downregulated,541.5992618371027,-1.9170215447784573,0.5112130613662447,-3.749946332856037,0.00017687241981658553,0.0010013691859845396,downregulated,True,True,True
ENSG00000272721.5,EIF2B5-DT,8.479676281144583,3.1199952321428457,0.6145122623210346,5.07718954274161,3.830586938610949e-07,2.4783477048681337e-06,upregulated,7.211276735174835,3.1085285244521703,0.8565527768665911,3.62911499256785,0.0002843945433035046,0.0014845996886091355,upregulated,True,True,True
ENSG00000174444.15,RPL4,2537.1643800294664,-1.8923327544684423,0.3741765303780889,-5.0573261571385135,4.251757127604449e-07,2.718581734185079e-06,downregulated,2083.130558815605,-1.6961999205219431,0.42814937384223345,-3.961701275655648,7.44176107001275e-05,0.0004826262961597865,downregulated,True,True,True
ENSG00000170889.14,RPS9,637.1659764968356,-1.8235420518412873,0.3637957022058671,-5.012544240584154,5.371502013404364e-07,3.3529610450014077e-06,downregulated,491.7809591187088,-1.4419548147650123,0.3678898046467467,-3.919529153980222,8.872212896796647e-05,0.0005597673755983644,downregulated,True,True,True
ENSG00000063177.13,RPL18,535.7962837317442,-1.5960648149559462,0.318679008389711,-5.008377624308803,5.489075860082981e-07,3.41657375880165e-06,downregulated,430.43593635886356,-1.3485257192759526,0.3752499884156807,-3.5936729138073478,0.0003260490980521454,0.0016640573319476805,downregulated,True,True,True
ENSG00000237641.1,RPL28P2,5.164891304793461,3.356937705711992,0.6727102308937618,4.990168948749256,6.032650586988375e-07,3.728311399892787e-06,upregulated,4.2600691212254675,2.806503870597404,0.8758243700505924,3.204413997335202,0.0013533771683965714,0.00545042424497511,upregulated,True,True,True
ENSG00000149273.15,RPS3,792.8209741516116,-1.9037624779309008,0.3824870913668055,-4.977324780106608,6.446909698264319e-07,3.965231261115194e-06,downregulated,629.8186609864446,-1.6372565083585628,0.44190916737781405,-3.7049616283673434,0.00021142273605654282,0.0011613243990894668,downregulated,True,True,True
ENSG00000234028.4,EIF2AK3-DT,9.550694758664424,2.430992254073856,0.4890980802484677,4.970357382795048,6.682960372880351e-07,4.103473134361499e-06,upregulated,9.632174790369103,2.361551577999139,0.6225506378875282,3.7933485796633044,0.00014862927957336088,0.0008667350110512387,upregulated,True,True,True
ENSG00000130255.13,RPL36,248.1510362730058,-1.8221747584760204,0.3670573542247542,-4.964278027679232,6.895710164158872e-07,4.223404624552232e-06,downregulated,199.33509126559653,-1.5925371180930241,0.443202764883262,-3.59324725447616,0.00032658242020844975,0.0016658724051492495,downregulated,True,True,True
ENSG00000184110.15,EIF3C,18.63029675955532,-1.972701916547896,0.3979091584598365,-4.95766904230985,7.134396002744074e-07,4.35735583365579e-06,downregulated,13.374384600650147,-2.097298737213353,0.5424368977393177,-3.8664381902376874,0.00011043643678611952,0.0006727724581470199,downregulated,True,True,True
ENSG00000086232.13,EIF2AK1,207.3400766542973,-1.631465085265922,0.3309107636932777,-4.930226708425031,8.213424429136867e-07,4.963557406469245e-06,downregulated,176.3621034676109,-1.6111525407085479,0.44358145612308053,-3.632145840338062,0.0002810741861585976,0.0014705418707198282,downregulated,True,True,True
ENSG00000125691.14,RPL23,320.01219109322625,-2.151858986420453,0.440552767573706,-4.884452317191356,1.0371673731657422e-06,6.14523781818659e-06,downregulated,246.9109680950966,-2.005826270402086,0.5700487460197783,-3.518692540606856,0.00043367899262192026,0.0021182377678180845,downregulated,True,True,True
ENSG00000198755.11,RPL10A,517.3979693248987,-1.476665220709604,0.3046020718114451,-4.8478502195601925,1.2480657230805715e-06,7.282052814442821e-06,downregulated,420.06300387435255,-1.277836529316244,0.3792172477681075,-3.3696688028748234,0.0007525857973949166,0.003343221105650813,downregulated,True,True,True
ENSG00000106263.19,EIF3B,307.43563910612744,-1.5469196224879147,0.3205998049692262,-4.82507973651575,1.3994726724050883e-06,8.07473518125793e-06,downregulated,260.2691698965913,-1.5339502711023132,0.43572985380013507,-3.52041582123478,0.00043087073469819846,0.002107815587353488,downregulated,True,True,True
ENSG00000161970.15,RPL26,41.28208503716404,1.218991151362814,0.2555287014938969,4.770466660833905,1.8379960614550672e-06,1.0302414315172196e-05,upregulated,37.853581028419335,1.2963412206350142,0.3746318876097179,3.4603066730547782,0.0005395605149990523,0.002532822956958093,upregulated,True,True,True
ENSG00000228000.1,RPL7AP65,6.757151234077032,7.516041001424902,1.5803357710298882,4.7559772671137965,1.9748869386731513e-06,1.09901592720527e-05,upregulated,6.6966000502218135,7.190445238836491,1.750724960167528,4.107124421273134,4.0061545318402056e-05,0.0002840053067165811,upregulated,True,True,True
ENSG00000115268.10,RPS15,336.94638602869196,-2.14816904640535,0.4535125843980165,-4.736735253458923,2.171885912359002e-06,1.19992319804842e-05,downregulated,258.9229093282015,-1.8482538316717974,0.541299484226468,-3.414475508531111,0.0006390493860271237,0.0029205008621483296,downregulated,True,True,True
ENSG00000089157.16,RPLP0,1418.1080753185097,-2.350456924182879,0.5000212246685548,-4.7007143061595205,2.592530156260901e-06,1.4051461905579088e-05,downregulated,1113.5213443802202,-2.119939392736344,0.6032940151596101,-3.5139406980118704,0.00044151136768272125,0.002145317350458333,downregulated,True,True,True
ENSG00000067248.11,DHX29,126.64784963204478,0.9748369892726652,0.2084341388468345,4.676954527055729,2.911667916221196e-06,1.563354929906063e-05,upregulated,116.9508064499418,0.9128525830978349,0.3036157275437506,3.0066050612160535,0.002641827452777578,0.009358947018143276,upregulated,True,True,True
ENSG00000161016.18,RPL8,1044.8618207393529,-2.2482275495588206,0.4823981535448228,-4.660522709380402,3.1540735698686574e-06,1.681504389118441e-05,downregulated,811.7631485174396,-1.9835818387047461,0.5787725725140567,-3.427221559737215,0.0006097913129551502,0.002806626634566034,downregulated,True,True,True
ENSG00000108298.12,RPL19,577.7943924669296,-1.969920552251659,0.4240347101698032,-4.645658727944255,3.389930082141073e-06,1.7967041334507122e-05,downregulated,475.50424330390973,-1.8202444523108774,0.5212030896466561,-3.4923899886028917,0.00047871874540378773,0.002297531403907454,downregulated,True,True,True
ENSG00000147677.12,EIF3H,219.6183581063539,-1.4122132355481232,0.3066721758274184,-4.604960432872314,4.125442911796052e-06,2.1458600025345077e-05,downregulated,186.80587662072898,-1.3321074595657687,0.4029177316946063,-3.3061524841886247,0.0009458659861406541,0.004051149635934994,downregulated,True,True,True
ENSG00000147403.18,RPL10,1123.427782689725,-2.4499401794467626,0.5352822076283316,-4.57691315820431,4.718872331445073e-06,2.4227543679100055e-05,downregulated,886.4719235183321,-2.225286705523535,0.6413790466182514,-3.469534462119753,0.0005213611776125045,0.0024612395371128074,downregulated,True,True,True
ENSG00000134815.19,DHX34,31.16047844103035,1.3091297032950695,0.2899261020389821,4.515390970624129,6.320005649699998e-06,3.148454162173526e-05,upregulated,28.83349728307713,1.3673859395981547,0.4083778781234565,3.348334992780341,0.0008129867686228988,0.003563358464784826,upregulated,True,True,True
ENSG00000242372.9,EIF6,39.46239167534439,-1.6275222759930423,0.3625006322125657,-4.4897087932213156,7.132060868365023e-06,3.5049627656386015e-05,downregulated,32.58473094885023,-1.3660235699520753,0.46434033278969233,-2.9418585323941064,0.003262489313806528,0.011084424193365864,downregulated,True,True,True
ENSG00000104131.13,EIF3J,122.32087023555184,-1.4478004696111413,0.3237940434446577,-4.4713622715502375,7.772290803384658e-06,3.785477052742728e-05,downregulated,101.86932692071983,-1.3675778390921904,0.44347378518241926,-3.083785073180027,0.0020438519162819715,0.007614299003161196,downregulated,True,True,True
ENSG00000227063.5,RPL41P1,18.668624766359,-1.8535820968307304,0.4175280288347519,-4.439419557062446,9.020182137210868e-06,4.329449216825903e-05,downregulated,14.22592644974301,-1.6865362846353218,0.57869452625825,-2.914380917926089,0.0035639474831375933,0.011861480166189743,downregulated,True,True,True
ENSG00000224463.1,RPL39P14,2.7892936909147954,5.433173215543023,1.2275382830064552,4.426072319501299,9.59643628574564e-06,4.572055949494865e-05,upregulated,2.5339235840417436,4.861937683324401,1.3933080362662142,3.4894923138126854,0.0004839389750703265,0.0023186246068192034,upregulated,True,True,True
ENSG00000174748.22,RPL15,706.157577056546,-1.7292620577997757,0.3950335823189406,-4.377506458181601,1.200448051735435e-05,5.5970225573868234e-05,downregulated,582.0713599693784,-1.623312716891161,0.5081093847168933,-3.1948095542372887,0.0013992314000122504,0.00559185592106345,downregulated,True,True,True
ENSG00000163214.21,DHX57,77.08689902307738,1.0027515035896104,0.2301193345639724,4.3575282602377285,1.3153951859027897e-05,6.084574550273562e-05,upregulated,67.6056599509982,0.8762917692197559,0.3385817043131113,2.588124987431054,0.009649995879041058,0.027087885138907017,upregulated,True,True,True
ENSG00000118181.11,RPS25,350.11222894023183,-1.880219891939944,0.4321774446470215,-4.350573856244632,1.3578171019980373e-05,6.248995778556065e-05,downregulated,284.1028021709792,-1.6676467874329535,0.521861462850754,-3.195573741588733,0.0013955311624577768,0.0055818269682691496,downregulated,True,True,True
ENSG00000241343.10,RPL36A,28.0120837911832,1.8518376166882875,0.4277445030707463,4.329307807333775,1.495787450958685e-05,6.82777821377332e-05,upregulated,21.924457774283514,1.63733795098993,0.5031359118940283,3.2542657208193675,0.0011368588733354679,0.004705792656493016,upregulated,True,True,True
ENSG00000142937.12,RPS8,751.0912493970461,-1.9092607974445437,0.4412316881218858,-4.327116226786344,1.5107425306918355e-05,6.888834328745334e-05,downregulated,617.6588400826844,-1.6964711466787326,0.5091889399663826,-3.331712481403732,0.0008631338063771174,0.0037507814608058695,downregulated,True,True,True
ENSG00000112306.8,RPS12,369.7327406159067,-1.6437415183623614,0.3807530046633855,-4.317080885062361,1.581062328122677e-05,7.17797031148118e-05,downregulated,303.61945106642094,-1.4825463224441926,0.4817177194840464,-3.077624638828117,0.0020865756006040325,0.007740183420723263,downregulated,True,True,True
ENSG00000100664.11,EIF5,623.7952319971358,1.4226433594061156,0.330491906838863,4.30462389537348,1.672696615595155e-05,7.542177627895458e-05,upregulated,586.6022038098733,1.3379187391468748,0.43559170190511487,3.0714973065265467,0.002129880857329054,0.007866337592235,upregulated,True,True,True
ENSG00000100353.18,EIF3D,217.244383331578,-1.019987120275798,0.2379743806451282,-4.286121545986169,1.8181953399738827e-05,8.137664757814566e-05,downregulated,181.71535185849334,-1.0294551012510575,0.3486002414118401,-2.953110695166869,0.003145891320447708,0.010775197698885004,downregulated,True,True,True
ENSG00000239210.2,RPS26P55,8.605784515435715,7.934741018018632,1.8546209144930617,4.278362740337961,1.8827303020288628e-05,8.405803047543397e-05,upregulated,9.375040328602767,7.750093657829979,1.9855257921753389,3.9032953832037554,9.489177615229232e-05,0.0005921183675978814,upregulated,True,True,True
ENSG00000233927.5,RPS28,215.10924109275064,-1.8076062173018952,0.423426326890601,-4.268998176320102,1.9635287409392585e-05,8.727239013630574e-05,downregulated,173.35740450409722,-1.5683053236813926,0.5122934397687137,-3.0613418051760317,0.002203473948606626,0.00809033483656214,downregulated,True,True,True
ENSG00000233762.3,RPS15P4,7.750605459545822,-2.8660672839353314,0.6760744050167597,-4.239277899988363,2.242399253367903e-05,9.844349379217786e-05,downregulated,6.121272321645441,-2.8401691267011233,0.8751229237947624,-3.2454516382514647,0.0011726448066705884,0.004825161898152338,downregulated,True,True,True
ENSG00000235552.5,RPL6P27,12.460558781107126,-2.1747263231696237,0.5148458696291163,-4.224033737973365,2.3996810273140185e-05,0.0001046740864114,downregulated,11.179622092469959,-1.9908574695888681,0.704432583146356,-2.8261859505372127,0.004710590974916984,0.014887627063992645,downregulated,True,True,True
ENSG00000243742.5,RPLP0P2,2.868327916363272,4.863879338743115,1.1705203531250248,4.155313767725317,3.248414447102403e-05,0.0001370896267246,upregulated,2.901811416715765,5.072455907428054,1.540053931878038,3.2936871900598863,0.0009888247553408117,0.00420015702771991,upregulated,True,True,True
ENSG00000229132.2,EIF4A1P10,13.06266085834221,-2.0128390790582458,0.4844750156257421,-4.154680869267297,3.2574186165484304e-05,0.0001373898666155,downregulated,11.7484717606666,-2.1353145959685964,0.6326407839722291,-3.3752401837917705,0.0007375129395662549,0.0032887289250432454,downregulated,True,True,True
ENSG00000241112.1,RPL29P14,6.138369763931414,8.353438842402436,2.0199036649334796,4.135562991157569,3.540854672546797e-05,0.0001480844494884,upregulated,5.9968695833101595,8.470360172446497,2.500101691716795,3.3880062561095206,0.0007040265847397416,0.003166515349113671,upregulated,True,True,True
ENSG00000141543.12,EIF4A3,111.27234535008444,-1.51805394076059,0.3688432622997981,-4.1157155245164985,3.859801301604367e-05,0.0001601946077792,downregulated,94.68319580236457,-1.4209023965558736,0.4750699957775372,-2.9909327239879926,0.0027812676039100244,0.009766211483958228,downregulated,True,True,True
ENSG00000197958.13,RPL12,470.8884572778673,-1.835396406785477,0.4499569619912346,-4.079048802052387,4.522034429468569e-05,0.0001848998329709,downregulated,379.2219142589301,-1.5923971110185673,0.5392212293259506,-2.9531424662362262,0.003145567547745599,0.010775197698885004,downregulated,True,True,True
ENSG00000139239.7,RPL14P1,6.877363973604331,-2.6858922942303,0.6668370836381075,-4.027808830871701,5.6299090194592325e-05,0.0002248046790816,downregulated,5.667806882819859,-2.7576813007839966,0.9088873333516079,-3.0341288733937866,0.0024123135715929745,0.008687015898010344,downregulated,True,True,True
ENSG00000163584.18,RPL22L1,41.47205051719492,-1.4468575996050528,0.3615338241943031,-4.001997884511774,6.280986042484974e-05,0.0002480324200372,downregulated,35.13472125878749,-1.29404211234528,0.4832586112884073,-2.677742480150032,0.007412018084722886,0.021808057603426776,downregulated,True,True,True
ENSG00000253626.4,EIF5AL1,6.0924774700493,-3.216578442919523,0.8064363661264503,-3.988632678322395,6.645523077428881e-05,0.0002607752038839,downregulated,5.4809694597443634,-3.1424217641421146,0.9327575147617316,-3.368958935640235,0.0007545266917001631,0.003350255741432574,downregulated,True,True,True
ENSG00000158417.11,EIF5B,219.4405534103676,-0.6376778748940607,0.1603190557991285,-3.977555080495471,6.962749741012833e-05,0.0002713195852268,downregulated,184.29447464851822,-0.5882621883112202,0.2359435381481267,-2.4932328849875343,0.012658578953798153,0.03390387286997131,downregulated,True,True,True
ENSG00000122406.14,RPL5,779.0635397012089,-1.334228238999401,0.3355415959521772,-3.976342292863029,6.998337300722465e-05,0.000272511581019,downregulated,651.4980448093122,-1.2147043343913333,0.43386580640297484,-2.799723593020638,0.005114638126653242,0.01599475975865159,downregulated,True,True,True
ENSG00000186468.13,RPS23,601.9063166681855,-1.71333215349277,0.4328342462655875,-3.958402479182453,7.545273637501977e-05,0.0002903359527768,downregulated,497.1478971230945,-1.5304773794179263,0.5277515553807535,-2.8999959617622397,0.0037316746765319523,0.012329979182317293,downregulated,True,True,True
ENSG00000142541.18,RPL13A,1248.1610756340826,-1.856025140073757,0.4727764290120985,-3.925798805054769,8.644238795552003e-05,0.0003273673348341,downregulated,997.0813059615615,-1.5597122913988304,0.5436625687386545,-2.8688976969988973,0.004119050029645315,0.013355750839681704,downregulated,True,True,True
ENSG00000143947.15,RPS27A,388.6336658075544,-1.716458379337338,0.4373769776999289,-3.924436965941422,8.693281728324493e-05,0.0003288249644376,downregulated,319.28988081568735,-1.5504973029023486,0.5467668614581237,-2.8357558078180993,0.00457173865450443,0.014534532300883788,downregulated,True,True,True
ENSG00000138326.21,RPS24,512.2952113646213,-1.2726389693860718,0.3243085705741622,-3.924160768039423,8.703260257730736e-05,0.0003291453203071,downregulated,419.7545784254134,-1.1036322047612797,0.41834250436472875,-2.638106798249423,0.00833703212020721,0.02403562258394917,downregulated,True,True,True
ENSG00000140988.16,RPS2,1324.865246481149,-1.9285841757717943,0.4988043144322567,-3.866414383297636,0.0001104472127161,0.0004064203997536,downregulated,1087.305401935712,-1.7491907318059774,0.6062493843796426,-2.885265992634159,0.003910830809769548,0.012803229154590964,downregulated,True,True,True
