gene_id,gene_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_id_base,significant,direction
ENSG00000177189.14,RPS6KA3,3068.392282626388,0.6241287073184127,0.08284543093571985,7.533652734604968,4.934023831394223e-14,4.255392005739589e-13,ENSG00000177189,True,up
ENSG00000135930.14,EIF4E2,4084.40100435466,0.5450353967078951,0.0737916917778016,7.386134991308811,1.511583324906159e-13,1.2515311283361649e-12,ENSG00000135930,True,up
ENSG00000184708.18,EIF4ENIF1,1384.8416773476274,0.6437076988292919,0.08806678689559959,7.309312869474699,2.6851190659923796e-13,2.1800038521800654e-12,ENSG00000184708,True,up
ENSG00000063046.18,EIF4B,26071.11277254035,-0.4647667172324102,0.06544357015006441,-7.101793440771702,1.2314819928689338e-12,9.472171649344344e-12,ENSG00000063046,True,down
ENSG00000175634.15,RPS6KB2,2149.512159154283,0.533239681114441,0.0758720867447934,7.028140439949527,2.093041759137794e-12,1.5819642449940245e-11,ENSG00000175634,True,up
ENSG00000105671.12,DDX49,1744.9268266487124,0.5584536480880096,0.0810959104948105,6.886335509159197,5.724788500845456e-12,4.1788557401772034e-11,ENSG00000105671,True,up
ENSG00000084623.12,EIF3I,6874.273319787747,0.46494508278720564,0.06896689151405912,6.741569361472891,1.5668490392252934e-11,1.1025427806813862e-10,ENSG00000084623,True,up
ENSG00000108443.14,RPS6KB1,1805.99687829441,0.5384850957270653,0.08059372923151852,6.68147634886307,2.365469597816927e-11,1.6315574863728366e-10,ENSG00000108443,True,up
ENSG00000132153.15,DHX30,3918.697305974302,0.5185396114266061,0.07789796441020719,6.656651625657376,2.8013611990558e-11,1.9182855298873422e-10,ENSG00000132153,True,up
ENSG00000175376.9,EIF1AD,1307.4759300009416,0.5694367251968758,0.08781261837357704,6.484679943995615,8.892034134099351e-11,5.829412568152023e-10,ENSG00000175376,True,up
ENSG00000145191.15,EIF2B5,3539.6713436033556,0.4533273532546064,0.06993736846308243,6.48190464149223,9.057188091477953e-11,5.935723330421257e-10,ENSG00000145191,True,up
ENSG00000104408.11,EIF3E,19811.771943155618,-0.39503785815820147,0.06144241540753792,-6.429399878536304,1.2810870706756726e-10,8.30204782998934e-10,ENSG00000104408,True,down
ENSG00000107581.13,EIF3A,14709.524838303512,0.464198563235683,0.07313546926423721,6.347105828480316,2.1940321056179974e-10,1.3946012526618988e-09,ENSG00000107581,True,up
ENSG00000140829.12,DHX38,4034.5694541527027,0.45589087041747395,0.07213322777614518,6.320122979000245,2.6135522746292427e-10,1.6487303516414891e-09,ENSG00000140829,True,up
ENSG00000100784.12,RPS6KA5,89.16123837893036,-1.6101645691711974,0.25486954403581474,-6.317602894698686,2.6565156417397997e-10,1.6743176366057356e-09,ENSG00000100784,True,down
ENSG00000108654.16,DDX5,38156.96146645315,0.4670073197346874,0.07438314596256873,6.278402367784982,3.4206972165575563e-10,2.126467321122577e-09,ENSG00000108654,True,up
ENSG00000089737.17,DDX24,7218.858902618347,0.44444347721378946,0.07113690477115578,6.247720204351654,4.1648687877493433e-10,2.5578950316300756e-09,ENSG00000089737,True,up
ENSG00000213876.4,RPL7AP64,96.62999870450835,-1.5152817572485413,0.2525068162195143,-6.000953874968848,1.9616171333610763e-09,1.1247824407582738e-08,ENSG00000213876,True,down
ENSG00000175390.15,EIF3F,14645.285457411897,-0.4014448533892815,0.06786554537369284,-5.915296947497842,3.312773655450551e-09,1.8532739106462195e-08,ENSG00000175390,True,down
ENSG00000177954.14,RPS27,49999.54272414636,-0.4463984932376083,0.0772483121812587,-5.778747530304093,7.52587590803307e-09,4.075005483898973e-08,ENSG00000177954,True,down
ENSG00000265681.7,RPL17,684.2260199312777,0.6650654246186262,0.11610002483126437,5.728383138463652,1.0139236279260588e-08,5.4129436581772696e-08,ENSG00000265681,True,up
ENSG00000125485.17,DDX31,891.6549494345487,0.5462387146052312,0.09704827881471555,5.628525526435245,1.817566075345645e-08,9.412443985924214e-08,ENSG00000125485,True,up
ENSG00000005100.13,DHX33,1539.4845294684437,0.5297136040491792,0.09480908957190938,5.587160539574742,2.3081233672871973e-08,1.18559280384536e-07,ENSG00000005100,True,up
ENSG00000182774.13,RPS17,464.5118108092832,0.6587959762493549,0.11922800745707626,5.5255135961785715,3.285231338096904e-08,1.6601654907965646e-07,ENSG00000182774,True,up
ENSG00000150990.9,DHX37,1913.2804256952593,0.4914170768046807,0.08921436740384643,5.508272838837542,3.623714631681159e-08,1.8224050538832408e-07,ENSG00000150990,True,up
ENSG00000240356.6,RPL23AP7,182.63612433018906,0.994707409453258,0.18106780728975014,5.4935630156579816,3.9390446193100226e-08,1.9729196648609328e-07,ENSG00000240356,True,up
ENSG00000184110.15,EIF3C,765.9277309803841,0.573586404272483,0.10608620146937459,5.406795571222976,6.416230473045754e-08,3.1421343234831235e-07,ENSG00000184110,True,up
ENSG00000075151.22,EIF4G3,3603.1798740442377,0.4195737561504891,0.07868265010357103,5.332481247113543,9.687977704983724e-08,4.638956983517859e-07,ENSG00000075151,True,up
ENSG00000119718.11,EIF2B2,1316.2549142528708,0.4600389348876145,0.08674476135119422,5.303362735936343,1.136886970013369e-07,5.396857174182446e-07,ENSG00000119718,True,up
ENSG00000174953.14,DHX36,2314.7534334265747,0.43790718843465437,0.08579098579039737,5.104349651658503,3.3193404990115026e-07,1.500738159003773e-06,ENSG00000174953,True,up
ENSG00000183258.12,DDX41,4073.855147407547,0.3555883900216523,0.06970909131144631,5.101033212912707,3.378042709658841e-07,1.5252993712338603e-06,ENSG00000183258,True,up
ENSG00000123064.13,DDX54,2866.9341477846447,0.4044027448901549,0.08059265879987376,5.01786081899048,5.225000687965854e-07,2.305971382364664e-06,ENSG00000123064,True,up
ENSG00000174243.10,DDX23,5340.1043843108255,0.3666698123026842,0.07413327664516035,4.946089379776814,7.571920271663723e-07,3.284884108723839e-06,ENSG00000174243,True,up
ENSG00000100664.11,EIF5,8349.165506448393,0.3925056974382421,0.07939185309509253,4.943903966671665,7.657343477176765e-07,3.3191876992298867e-06,ENSG00000100664,True,up
ENSG00000064703.13,DDX20,1377.4230043809177,0.4349528146603659,0.08812869948257689,4.935427587313443,7.997534997031038e-07,3.460908024175758e-06,ENSG00000064703,True,up
ENSG00000111364.16,DDX55,1061.4764518324969,0.5081331661666331,0.10338539747741389,4.914941360820734,8.880903714567928e-07,3.828780674010678e-06,ENSG00000111364,True,up
ENSG00000173812.11,EIF1,35047.46817647464,0.3171153843295265,0.065403138200362,4.848626427650092,1.2431928792697075e-06,5.272913437616657e-06,ENSG00000173812,True,up
ENSG00000115211.16,EIF2B4,1580.037536199008,0.41770806120033965,0.08657848796419888,4.824617188660841,1.4027242256482667e-06,5.911177718484714e-06,ENSG00000115211,True,up
ENSG00000089876.12,DHX32,1234.995277106504,0.41481832644918193,0.08663657826704774,4.788027583113336,1.6842850310403793e-06,7.0451506320388496e-06,ENSG00000089876,True,up
ENSG00000071082.11,RPL31,38949.676617323414,-0.3912463230613037,0.08266637752904088,-4.732834977846441,2.214054895568765e-06,9.113414382114707e-06,ENSG00000071082,True,down
ENSG00000143486.16,EIF2D,1265.258755250773,-0.40635375773129795,0.08672135160567405,-4.68574059568406,2.789493906479735e-06,1.1323720312401038e-05,ENSG00000143486,True,down
ENSG00000145592.14,RPL37,39577.70310033688,-0.3594222529097204,0.07709984838567044,-4.661776390425712,3.1349169745500803e-06,1.2659566210149503e-05,ENSG00000145592,True,down
ENSG00000215301.11,DDX3X,19357.314249314928,0.35223946400345296,0.07569934098347363,4.65313778729398,3.269216312171393e-06,1.3181530611813913e-05,ENSG00000215301,True,up
ENSG00000181381.14,DDX60L,1384.3359158242731,-0.4397218633166445,0.0961164846793962,-4.574884992760295,4.764816554133618e-06,1.8816255172028222e-05,ENSG00000181381,True,down
ENSG00000185163.10,DDX51,1062.9871719634093,0.4468040502997748,0.09828270359584466,4.546110698552918,5.46463029288369e-06,2.1462750001345516e-05,ENSG00000185163,True,up
ENSG00000214826.5,DDX12P,252.33148538318667,-0.694120465609913,0.15293514509560946,-4.538658953610527,5.6613112485102015e-06,2.2201345518918455e-05,ENSG00000214826,True,down
ENSG00000100129.18,EIF3L,12426.31472766831,-0.3280123318568826,0.07274459879432385,-4.50909534581799,6.51046464720773e-06,2.535589119082258e-05,ENSG00000100129,True,down
ENSG00000163412.13,EIF4E3,221.44994866077263,-0.7148249967407868,0.16094136880161117,-4.441524277216354,8.932386680665925e-06,3.413278668360479e-05,ENSG00000163412,True,down
ENSG00000204560.10,DHX16,2374.50974918079,0.3355773350927403,0.07576206304420939,4.429358462650642,9.451381664997436e-06,3.597134263397713e-05,ENSG00000204560,True,up
ENSG00000179523.5,EIF3J-DT,236.5852583437668,-0.6912888361165614,0.15748608122127744,-4.389523383626893,1.1359936329968332e-05,4.276032209476377e-05,ENSG00000179523,True,down
ENSG00000114784.4,EIF1B,1390.7377669567695,0.4088342954612626,0.0955767337072175,4.277550399594681,1.8896118456375487e-05,6.901785587094099e-05,ENSG00000114784,True,up
ENSG00000174748.22,RPL15,74352.75665775176,-0.27603186077182695,0.06574083719103399,-4.198788341707844,2.683469977571352e-05,9.603980123035391e-05,ENSG00000174748,True,down
ENSG00000013573.17,DDX11,1298.4585718436676,-0.4161411505756186,0.09957742208568424,-4.179071338255152,2.9270186743939566e-05,0.00010435240860654852,ENSG00000013573,True,down
ENSG00000224796.1,RPL32P1,13.197849687320256,-3.1959508243771495,0.7674133634963776,-4.164575411895646,3.119325138277775e-05,0.00011084924586237493,ENSG00000224796,True,down
ENSG00000108771.13,DHX58,710.167860877807,-0.5359245175030803,0.13374226097438605,-4.007144141265259,6.145735921415791e-05,0.00020976947031702516,ENSG00000108771,True,down
ENSG00000148730.7,EIF4EBP2,6882.806128038156,-0.2924271656496213,0.07342108676143654,-3.9828771072238447,6.80859672088603e-05,0.00023084742628420908,ENSG00000148730,True,down
ENSG00000184319.16,RPL23AP82,332.48460737133985,0.5906845559565497,0.14942308582591493,3.953101039853544,7.714484159079291e-05,0.00026012742875759944,ENSG00000184319,True,up
ENSG00000147403.18,RPL10,94892.01533190056,-0.2924112971708279,0.07421516979291463,-3.9400475399672876,8.146546362235751e-05,0.0002736370473150717,ENSG00000147403,True,down
ENSG00000253626.4,EIF5AL1,62.877390865504445,1.1845535650749215,0.3013760742622839,3.9304830948326006,8.477535434224443e-05,0.00028379720702625494,ENSG00000253626,True,up
ENSG00000170889.14,RPS9,47000.14944723146,-0.25180097408081226,0.0641402772436713,-3.9257855578673446,8.644714595384797e-05,0.00028897729985787426,ENSG00000170889,True,down
ENSG00000240342.3,RPS2P5,7500.855981657292,-0.28133721541123535,0.07403561376987401,-3.8000254348632803,0.0001446812373076387,0.0004696019169621945,ENSG00000240342,True,down
ENSG00000134815.19,DHX34,1684.4795410638299,0.3265535282392487,0.08652839008331549,3.7739466540960778,0.0001606851347020798,0.0005177687154873119,ENSG00000134815,True,up
ENSG00000142676.14,RPL11,45437.59457939631,-0.2980777014238055,0.07936450566736993,-3.7558061871272734,0.00017278437314441182,0.0005534288501542934,ENSG00000142676,True,down
ENSG00000230071.2,RPL4P6,18.444364937639314,2.1744130802700607,0.5791219445036508,3.7546722256116354,0.00017356846519636437,0.0005556848902596008,ENSG00000230071,True,up
ENSG00000142541.18,RPL13A,132557.07059072287,-0.2633183074820366,0.07265413497695257,-3.6242714549635306,0.0002897771313054203,0.0008989584073410175,ENSG00000142541,True,down
ENSG00000108298.12,RPL19,70295.31971734027,-0.26847416266387275,0.07496334074547575,-3.5814060578680373,0.0003417500219120499,0.0010477527435244632,ENSG00000108298,True,down
ENSG00000063177.13,RPL18,41208.75412104336,-0.29018561457281405,0.08105237895823231,-3.5802232865040486,0.0003433007244143161,0.0010518899229965838,ENSG00000063177,True,down
ENSG00000147677.11,EIF3H,18624.47288562324,-0.23944182491422775,0.0669137529423324,-3.5783649008684875,0.0003457505104648189,0.0010592409395922483,ENSG00000147677,True,down
ENSG00000236698.1,EIF1AXP1,36.22162642855398,1.3500025744853144,0.3776744407876419,3.5745139958898924,0.0003508790443601712,0.001074165661355065,ENSG00000236698,True,up
ENSG00000198231.13,DDX42,6447.196706576243,0.23633565925898012,0.06617803576179479,3.5712099420668957,0.0003553359204800492,0.0010866009686646245,ENSG00000198231,True,up
ENSG00000156482.11,RPL30,31238.362969393886,-0.2737310474642915,0.07679571000240282,-3.5644054525406026,0.0003646818723148627,0.0011121866116140802,ENSG00000156482,True,down
ENSG00000147604.14,RPL7,74312.26930059544,-0.24413948248493075,0.06852119246599445,-3.562977725556831,0.0003666718028017737,0.0011179292269759195,ENSG00000147604,True,down
ENSG00000223396.4,RPS10P7,57.1366912752948,-1.0393113715972302,0.2933408551202021,-3.5430160969952587,0.0003955785557847963,0.0012020298382611847,ENSG00000223396,True,down
ENSG00000109475.17,RPL34,24972.100285269957,-0.29715831193741093,0.08435871917822224,-3.5225559945927243,0.0004274067435459933,0.0012907984516171112,ENSG00000109475,True,down
ENSG00000172071.14,EIF2AK3,690.7143070535043,-0.35818195700016214,0.10306131972593005,-3.4754256781561876,0.0005100433014975979,0.0015226281966455493,ENSG00000172071,True,down
ENSG00000122406.14,RPL5,43202.723287488676,-0.24083938772823055,0.0700611224087199,-3.437561081639985,0.0005869783142734082,0.0017352048413744163,ENSG00000122406,True,down
ENSG00000067596.12,DHX8,3943.8213142290297,0.2442447918465874,0.07162417807161457,3.4100885821317957,0.0006494178296652081,0.0019081839981701814,ENSG00000067596,True,up
ENSG00000149100.13,EIF3M,5733.839688299294,0.2282327480841521,0.06769747385861728,3.371362845248916,0.0007479727239986958,0.0021763559871839575,ENSG00000149100,True,up
ENSG00000168872.17,DDX19A,658.4178014329344,0.34878957228334173,0.10586584307102045,3.2946374596890053,0.0009854873219318288,0.0028072759166516983,ENSG00000168872,True,up
ENSG00000130741.11,EIF2S3,9648.239989347354,0.21117641965542172,0.06486051889238688,3.255854613278602,0.0011305162415075293,0.003186970407895956,ENSG00000130741,True,up
ENSG00000140988.16,RPS2,123086.37085847049,-0.2648406491966529,0.0814860062049048,-3.250136575974582,0.0011534959693386975,0.0032469350659747958,ENSG00000140988,True,down
ENSG00000108107.15,RPL28,53497.46837220263,-0.2830703496136189,0.08805675218105008,-3.214635364152528,0.001306103171677986,0.0036382935252631545,ENSG00000108107,True,down
ENSG00000241081.1,RPL22P2,28.10635398383434,-1.3647885756109337,0.42833435480400744,-3.186269231744016,0.0014412041158291115,0.003989118660866332,ENSG00000241081,True,down
ENSG00000223508.5,RPL23AP53,126.66120869375975,0.6383735433916337,0.20193100608196046,3.161344836426598,0.0015704246185716498,0.004318202956182942,ENSG00000223508,True,up
ENSG00000124228.15,DDX27,2986.2383136016383,0.2225834841742993,0.0714071399069389,3.117104038397007,0.0018263710652540487,0.004963873308658495,ENSG00000124228,True,up
ENSG00000163577.8,EIF5A2,20.25924490341798,1.6606656420169124,0.5366501403719514,3.0945033217841096,0.0019714272709182748,0.005324312724126919,ENSG00000163577,True,up
ENSG00000161960.16,EIF4A1,716.0725420714367,0.3093185019291856,0.10081318279592694,3.0682346628746924,0.0021532745603292883,0.0057750298855989875,ENSG00000161960,True,up
ENSG00000163214.21,DHX57,951.09533011028,0.28870445945401635,0.09481351194521806,3.0449716873774886,0.0023270221496406738,0.00619391985975722,ENSG00000163214,True,up
ENSG00000233927.5,RPS28,26522.729757301047,-0.2560194755129792,0.08408400164432064,-3.044806033327884,0.0023283041685984726,0.006195968297953114,ENSG00000233927,True,down
ENSG00000125691.14,RPL23,55592.627524574425,-0.22944411739621612,0.07539670870017816,-3.0431582671416257,0.0023410917147467826,0.006225243371724274,ENSG00000125691,True,down
ENSG00000236552.2,RPL13AP5,802.8810043019935,-0.31584565083196003,0.10399992802664357,-3.03697951359201,0.002389616959260332,0.00634620581177547,ENSG00000236552,True,down
ENSG00000188846.14,RPL14,25485.265021758136,-0.1875313492943803,0.06514962271155927,-2.8784717622180067,0.0039960705404338305,0.010165715589962236,ENSG00000188846,True,down
ENSG00000251474.6,RPL32P3,662.9720350734607,-0.2940295132347088,0.1021465039561609,-2.878507847521634,0.00399561339671298,0.010165715589962236,ENSG00000251474,True,down
ENSG00000224892.6,RPS4XP16,31.40197873002856,-1.1778484957761897,0.41043498942682244,-2.8697565415196933,0.004107879514659809,0.010424778967404461,ENSG00000224892,True,down
ENSG00000198034.11,RPS4X,92182.4662084031,-0.2256782267436528,0.07867420839117766,-2.8685160150776916,0.004124023196210342,0.010460668398443755,ENSG00000198034,True,down
ENSG00000111361.13,EIF2B1,2471.568795619629,0.2156133668022106,0.07517409271645947,2.8681871507975214,0.004128312538555235,0.010469007997457029,ENSG00000111361,True,up
ENSG00000118181.11,RPS25,26970.76963336351,-0.21412364032411244,0.0750166209017216,-2.8543493128627224,0.0043125084704123675,0.010889878256122837,ENSG00000118181,True,down
ENSG00000145425.10,RPS3A,49172.12128463455,-0.20769351526579313,0.07318246817573648,-2.838022827640207,0.00453939360272593,0.011403576382911356,ENSG00000145425,True,down
ENSG00000128692.8,EIF2S2P4,44.14407897080347,0.9575559597791716,0.3387456975699485,2.826769363119198,0.004702017994906141,0.011782379024512499,ENSG00000128692,True,up
ENSG00000227032.1,RPS2P36,16.175537845554395,1.6394974159607296,0.5809168598558461,2.8222582769719735,0.00476867556623658,0.011927964990158166,ENSG00000227032,True,up
ENSG00000215030.5,RPL13P12,8815.593070869758,-0.23474631466733803,0.08524049987994713,-2.7539293528071185,0.005888447742860965,0.014441707458505914,ENSG00000215030,True,down
ENSG00000037241.7,RPL26L1,763.0720775711821,0.29356117493648687,0.10693157306969327,2.7453180245011146,0.006045228372256169,0.014786655475650811,ENSG00000037241,True,up
ENSG00000144895.12,EIF2A,3585.0447194889834,0.21911425484520156,0.08061698615975627,2.717966340381287,0.006568451986303113,0.01596002524705403,ENSG00000144895,True,up
ENSG00000197958.13,RPL12,53824.45623159194,-0.22193233768422374,0.08171949909219081,-2.7157819143489075,0.006611945672895514,0.016060106452602953,ENSG00000197958,True,down
ENSG00000100201.23,DDX17,21118.85056008411,-0.17373344724766554,0.06433263148418993,-2.700549367242368,0.006922506253741639,0.016761861911133043,ENSG00000100201,True,down
ENSG00000229648.1,RPSAP22,6.147257289140132,-2.993771203892856,1.108895022372386,-2.6997787378357416,0.0069385605009775735,0.016785734051867996,ENSG00000229648,True,down
ENSG00000240463.1,RPS19P3,37.230714634130884,-1.014358781754559,0.3758196168886817,-2.6990575695653836,0.006953614626791243,0.016815762566535306,ENSG00000240463,True,down
ENSG00000214485.6,RPL7P1,227.90373355780477,-0.41543782151737163,0.15781056687335482,-2.632509531828539,0.008475664470031993,0.020121762594877225,ENSG00000214485,True,down
ENSG00000198208.12,RPS6KL1,193.11515150935156,0.45645970930004826,0.17506607832326465,2.6073566830987214,0.009124425810498287,0.021474191826441204,ENSG00000198208,True,up
ENSG00000212802.4,RPL15P3,260.57827100501476,-0.3878279668095269,0.1495991221754501,-2.5924481452149273,0.009529554611419949,0.022344646557463595,ENSG00000212802,True,down
ENSG00000089009.16,RPL6,49981.672828407296,-0.1789152801685728,0.06942742444778582,-2.577011628929564,0.009965859778472379,0.023234779137810142,ENSG00000089009,True,down
ENSG00000178464.6,RPL10P16,298.97270582323927,-0.4654604151280198,0.18257690377245914,-2.549393737710171,0.010791039107684818,0.0249444342752387,ENSG00000178464,True,down
ENSG00000233762.3,RPS15P4,220.33520578162822,-0.43797361455401407,0.17306494492304214,-2.5306893591233655,0.011383861891545654,0.02619027365518361,ENSG00000233762,True,down
ENSG00000137154.13,RPS6,64793.528186183335,-0.1899524388266999,0.07567188243612656,-2.510211623016459,0.012065882830671842,0.02758308004185336,ENSG00000137154,True,down
ENSG00000167526.14,RPL13,89951.21153306327,-0.1879569201082291,0.07629412998650958,-2.4635829799941864,0.013755605063204134,0.031075716387653513,ENSG00000167526,True,down
ENSG00000280739.3,EIF1B-AS1,26.94665054172921,-1.1710836715210624,0.48434206515520806,-2.417885531263503,0.015610986878445776,0.03479723762456417,ENSG00000280739,True,down
ENSG00000116251.11,RPL22,7363.708443180985,-0.17704439356374035,0.07324899756128846,-2.4170213853862617,0.01564809774331824,0.03486508914225846,ENSG00000116251,True,down
ENSG00000241343.10,RPL36A,198.0262481004701,0.40322596020555684,0.16744110687758057,2.4081658782891537,0.016032894464421906,0.03563130558873226,ENSG00000241343,True,up
ENSG00000231579.3,RPL7P21,36.14685969062716,0.9559244546994724,0.39714807351999964,2.4069724076134387,0.016085385122818135,0.03572896954713514,ENSG00000231579,True,up
ENSG00000234028.3,EIF2AK3-DT,20.201349113847808,-1.2329318148989923,0.5198418393002148,-2.3717440992412304,0.017704347869816662,0.038858487828492085,ENSG00000234028,True,down
ENSG00000176054.6,RPL23P2,10.55537481473124,-1.6687754916527497,0.7075532525248203,-2.3585157522743643,0.018348181054212244,0.04015777566157466,ENSG00000176054,True,down
ENSG00000189343.7,RPS2P46,845.2011051108411,-0.2514623922512779,0.10755143969825669,-2.3380662588690004,0.019383811214454403,0.0421420504627063,ENSG00000189343,True,down
ENSG00000174444.15,RPL4,89884.20924850048,-0.17827593948090112,0.07630934554272448,-2.336226817475286,0.019479423327749733,0.04232351112969611,ENSG00000174444,True,down
ENSG00000145833.16,DDX46,3509.9336258497165,0.16474633360786417,0.07131316621827324,2.3101811677189237,0.02087812620967856,0.045016306367526814,ENSG00000145833,True,up
ENSG00000172809.13,RPL38,20675.33337261454,-0.1935733392253895,0.08380808050036359,-2.309721664900197,0.02090356858207642,0.04506651590975453,ENSG00000172809,True,down
ENSG00000137970.7,RPL7P9,517.1650662887972,-0.3131384779909364,0.1373752057766832,-2.279439555489901,0.022640949219905945,0.048373192068610495,ENSG00000137970,True,down
ENSG00000186468.13,RPS23,29406.992530811156,-0.18046069814764734,0.07961614689147753,-2.2666344101483347,0.02341256821673055,0.04976241878192038,ENSG00000186468,True,down
ENSG00000229944.3,EIF4EP2,18.696896392156244,1.16859412667774,0.5156241851632751,2.266367948407421,0.023428864312141258,0.04979199322045594,ENSG00000229944,True,up
ENSG00000148303.17,RPL7A,81574.59190497732,-0.1744360844183967,0.07705136352701274,-2.2638935436521215,0.02358066314800304,0.05008405402541416,ENSG00000148303,False,down
ENSG00000242208.1,RPL5P29,3.1585822141150506,-4.097951682027279,1.8279587359694305,-2.241818483858714,0.024973106119162383,0.052635120125739364,ENSG00000242208,False,down
